sample;point;age;uncertainty (1s);conc (90 til 110);disc (-10 til 10)
GM34;119028_16;1489;3;100.7;0.7
GM34;119028_45;1476;4;99.2;-0.8
GM34;119028_70;1469;4;99.2;-0.8
GM34;119028_101;1466;4;99.6;-0.4
GM34;119028_12;1466;3;98.6;-1.4
GM34;119028_75;1465;5;98.7;-1.3
GM34;119028_87;1464;3;98.2;-1.8
GM34;119028_10;1457;6;100.9;0.9
GM34;119028_48;1435;4;98.1;-1.9
GM34;119028_5;1429;8;101.8;1.8
GM34;119028_99;1373;3;99.2;-0.8
GM34;119028_105;1367;4;96.8;-3.2
GM34;119028_100;1335;5;95.5;-4.5
GM34;119028_98;1331;4;98.8;-1.2
GM34;119028_81;1291;4;98.6;-1.4
GM34;119028_90;1276;7;103.2;3.2
GM34;119028_39;1253;5;100;0
GM34;119028_76;1217;6;93.8;-6.2
GM34;119028_89;1180;9;95.6;-4.4
GM34;119028_111;1175;4;100.4;0.4
GM34;119028_108;1166;5;95.4;-4.6
GM34;119028_32;1143;3;97.7;-2.3
GM34;119028_1;1135;4;100.4;0.4
GM34;119028_11;1134;3;100.5;0.5
GM34;119028_17;1130;4;101.1;1.1
GM34;119028_58;1100;5;99.9;-0.1
GM34;119028_53;1084;3;94.3;-5.7
GM34;119028_73;1082;4;101.1;1.1
GM34;119028_62;1078;3;99.9;-0.1
GM34;119028_86;1072;3;94.4;-5.6
GM34;119028_117;1070;5;98.1;-1.9
GM34;119028_13;1067;6;100.6;0.6
GM34;119028_2;1064;6;100.7;0.7
GM34;119028_23;1064;4;101.5;1.5
GM34;119028_59;1063;7;94.9;-5.1
GM34;119028_114;1061;6;104.6;4.6
GM34;119028_37;1060;8;100.6;0.6
GM34;119028_49;1059;6;99.5;-0.5
GM34;119028_107;1059;3;97;-3
GM34;119028_88;1057;5;98.5;-1.5
GM34;119028_24;1053;7;101;1
GM34;119028_93;1051;10;99.1;-0.9
GM34;119028_40;1050;5;97.6;-2.4
GM34;119028_8;1046;5;99.7;-0.3
GM34;119028_67;1045;3;96.5;-3.5
GM34;119028_3;1044;8;103.6;3.6
GM34;119028_119;1036;3;98.9;-1.1
GM34;119028_78;1034;4;100;0
GM34;119028_112;1031;4;99.1;-0.9
GM34;119028_74;1031;4;98.3;-1.7
GM34;119028_9;1027;4;101.2;1.2
GM34;119028_102;1024;4;98.7;-1.3
GM34;119028_31;1023;5;101.3;1.3
GM34;119028_80;1022;4;98.3;-1.7
GM34;119028_6;1018;4;105.1;5.1
GM34;119028_7;1018;3;100.5;0.5
GM34;119028_92;1016;3;98.7;-1.3
GM34;119028_27;1011;3;97.1;-2.9
GM34;119028_21;1010;4;106.7;6.7
GM34;119028_18;988;5;105.9;5.9
GM34;119028_14;987;6;104.3;4.3
GM34;119028_63;971;6;93.1;-6.9
GM34;119028_34;970;4;98;-2
GM34;119028_15;967;7;104.5;4.5
GM34;119028_95;963;6;98.1;-1.9
GM34;119028_120;956;7;97.6;-2.4
GM34;119028_47;955;5;99.4;-0.6
GM34;119028_42;948;6;100.6;0.6
GM34;119028_52;946;6;99.6;-0.4
GM34;119028_56;938;6;95.3;-4.7
GM34;119028_35;621;9;95;-5
DG27;119040-17;2812.7;2.7;101.2;1.2
DG27;119040-1;2727.2;2.2;90.1;-9.9
DG27;119040-19;2725.9;2.1;93.6;-6.4
DG27;119040-30;2721.3;2.9;97.3;-2.7
DG27;119040-141;2714.1;4.6;98.7;-1.3
DG27;119040-34;2697.3;7.3;101;1
DG27;119040-59;2515.4;6.8;97.7;-2.3
DG27;119040-7;1971.9;5.6;99.8;-0.2
DG27;119040-21;1939.1;2.9;98.8;-1.2
DG27;119040-24;1930.6;3;99.8;-0.2
DG27;119040-84;1888.4;7.6;97;-3
DG27;119040-67;1865.9;8.2;99.6;-0.4
DG27;119040-22;1842.9;3.7;97.5;-2.5
DG27;119040-39;1828.1;7.4;101.1;1.1
DG27;119040-99;1799.1;4.2;100.8;0.8
DG27;119040-114;1796.4;4.8;96.8;-3.2
DG27;119040-103;1791.6;4.1;100.8;0.8
DG27;119040-4;1787.6;6.4;101.3;1.3
DG27;119040-116;1781.4;7.7;100.1;0.1
DG27;119040-127;1738.1;6.5;99.1;-0.9
DG27;119040-96;1731.9;4.5;99.8;-0.2
DG27;119040-85;1731.5;7.4;97.8;-2.2
DG27;119040-83;1722.9;9.8;97.1;-2.9
DG27;119040-110;1716.6;7.2;100.3;0.3
DG27;119040-121;1706;5.2;99.9;-0.1
DG27;119040-44;1704.7;11.2;103.1;3.1
DG27;119040-130;1692.3;5.5;101;1
DG27;119040-42;1683.9;7.6;98.5;-1.5
DG27;119040-61;1677.8;8.8;98;-2
DG27;119040-91;1676;5.6;98.2;-1.8
DG27;119040-54;1670.2;7.7;98.9;-1.1
DG27;119040-115;1666.6;5.9;96.5;-3.5
DG27;119040-87;1650.5;10.1;97.1;-2.9
DG27;119040-128;1645.4;6.8;102.7;2.7
DG27;119040-140;1642.4;4.2;98.3;-1.7
DG27;119040-41;1641.5;7.2;100.6;0.6
DG27;119040-104;1637.9;5.9;100.1;0.1
DG27;119040-79;1624.9;9.9;96.5;-3.5
DG27;119040-122;1608.1;7.3;97.7;-2.3
DG27;119040-70;1599.8;7.9;96.6;-3.4
DG27;119040-29;1585.7;3.6;94.3;-5.7
DG27;119040-16;1517.6;3.9;100;0
DG27;119040-123;1516;5.1;99.5;-0.5
DG27;119040-32;1516;12.1;99.2;-0.8
DG27;119040-138;1502.5;5;98.4;-1.6
DG27;119040-111;1495.2;5.2;99.4;-0.6
DG27;119040-71;1495;8;98.6;-1.4
DG27;119040-14;1490.7;7.3;100.7;0.7
DG27;119040-90;1479.3;9.8;96.4;-3.6
DG27;119040-47;1450.6;8.9;101.2;1.2
DG27;119040-78;1449.4;9.5;96.3;-3.7
DG27;119040-136;1443;5.8;97.5;-2.5
DG27;119040-40;1441.5;8.2;99.3;-0.7
DG27;119040-12;1409.4;7.2;99.5;-0.5
DG27;119040-81;1384.9;9.1;96.8;-3.2
DG27;119040-131;1379.3;5.1;99.9;-0.1
DG27;119040-65;1371.7;9.2;99.2;-0.8
DG27;119040-94;1353.6;7.3;99.6;-0.4
DG27;119040-45;1338.4;8.4;98.4;-1.6
DG27;119040-86;1328.3;9.1;97.3;-2.7
DG27;119040-95;1322.5;4.6;99.4;-0.6
DG27;119040-37;1277.2;9.4;96.7;-3.3
DG27;119040-46;1264.8;21.6;102.3;2.3
DG27;119040-35;1248.4;9;99.6;-0.4
DG27;119040-147;1248.1;5.9;98.2;-1.8
DG27;119040-38;1213.4;9.2;97.9;-2.1
DG27;119040-106;1211.9;5.3;102.3;2.3
DG27;119040-133;1211.1;5.8;99.9;-0.1
DG27;119040-146;1207.6;12.4;103.6;3.6
DG27;119040-113;1201.3;6.6;98.7;-1.3
DG27;119040-60;1184.4;16;98.3;-1.7
DG27;119040-27;1181.1;5.3;100.4;0.4
DG27;119040-143;1172.3;6.2;98.2;-1.8
DG27;119040-63;1171.5;9.8;99.2;-0.8
DG27;119040-77;1171.1;12;98.2;-1.8
DG27;119040-55;1165.4;7.8;93.5;-6.5
DG27;119040-150;1163.6;6.5;97.8;-2.2
DG27;119040-2;1163.3;4.1;96.2;-3.8
DG27;119040-13;1157.8;5.4;93;-7
DG27;119040-6;1138.2;15.2;100.6;0.6
DG27;119040-33;1129.5;9.6;99.5;-0.5
DG27;119040-50;1124.2;9;98.8;-1.2
DG27;119040-58;1116.9;9.4;93;-7
DG27;119040-149;1100.5;7.3;100.3;0.3
DG27;119040-76;1099.5;19.4;92.8;-7.2
DG27;119040-18;1093.3;8.9;102.5;2.5
DG27;119040-57;1091.3;10.4;97.3;-2.7
DG27;119040-145;1074.1;7.4;98.1;-1.9
DG27;119040-139;1067.9;10.5;97.7;-2.3
DG27;119040-118;1064.3;17.7;102.2;2.2
DG27;119040-66;1051.1;14.5;101.1;1.1
DG27;119040-148;1047.4;8.6;96.6;-3.4
DG27;119040-102;1044.1;9;105;5
DG27;119040-56;1043.1;12.2;100.7;0.7
DG27;119040-20;1033.9;4.5;99;-1
DG27;119040-48;1031.7;9.3;96.5;-3.5
DG27;119040-80;1024.3;19.4;99.5;-0.5
DG27;119040-142;1014.3;8.1;99.5;-0.5
DG27;119040-117;1004.9;14.3;104.5;4.5
DG27;119040-74;1003.7;10.2;98;-2
DG27;119040-97;1002.2;12.8;101.3;1.3
DG27;119040-28;982.4;4.1;97;-3
DG27;119040-36;976.3;11.8;98.4;-1.6
DG27;119040-82;970.7;11;99;-1
DG27;119040-31;965.2;10.9;99.4;-0.6
DG27;119040-135;965;9.3;97.2;-2.8
DG27;119040-43;962.3;8.9;99.4;-0.6
DG27;119040-53;960.7;15.5;99.8;-0.2
DG27;119040-109;959.9;7.4;101.4;1.4
DG27;119040-98;958.6;5.8;101;1
DG27;119040-107;957.2;7.9;99.3;-0.7
DG27;119040-9;956.1;6.8;106;6
DG27;119040-108;950;6.3;96.5;-3.5
DG27;119040-51;947.5;9.4;98.5;-1.5
DG27;119040-92;934.8;7.2;98.7;-1.3
DG27;119040-124;934.2;9.1;101.1;1.1
DG27;119040-8;933.8;6.4;101.2;1.2
DG27;119040-125;749.3;3.9;90.2;-9.8
DG27;119040-69;638.7;2.8;101.5;1.5
DG27;119040-5;609;4.2;99.6;-0.4
DG27;119040-126;600.9;4.6;95.2;-4.8
DG27;119040-132;598;2.5;97.1;-2.9
DG27;119040-93;585.4;3;108.4;8.4
DG27;119040-49;583.3;2.6;99.5;-0.5
DG27;119040-112;579.4;5.2;100;0
DG27;119040-3;578.8;4;98.1;-1.9
DG27;119040-75;572.1;2.6;100.8;0.8
DG27;119040-10;571.9;4.4;104.9;4.9
DG27;119040-105;570.4;2.8;101.2;1.2
DG27;119040-62;568.3;2;99.5;-0.5
DG27;119040-144;566.5;2.6;99.1;-0.9
DG27;119040-134;566;2.4;101.7;1.7
DG27;119040-26;557.9;4.4;96.5;-3.5
DG27;119040-23;557.4;4.5;101.6;1.6
DG27;119040-89;556.9;3;98;-2
DG27;119040-101;555.9;3.3;101.4;1.4
DG27;119040-68;554.4;2.6;96.1;-3.9
DG27;119040-100;553.6;2.5;103.9;3.9
DG27;119040-73;552.9;2.4;98.4;-1.6
DG27;119040-52;551.5;1.9;98.4;-1.6
DG27;119040-119;545.9;3.2;94.9;-5.1
DG27;119040-120;541.4;2.9;97.7;-2.3
DG27;119040-72;538.6;2.5;92.2;-7.8
DG27;119040-64;524.2;2.2;92.8;-7.2
DG27;119040-88;507.9;2.2;103.4;3.4
DGA14_MN_121;DGA14_MN_121_047;2735;17;95;-5
DGA14_MN_121;DGA14_MN_121_066;2710;17;98;-2
DGA14_MN_121;DGA14_MN_121_040;1826;26;94;-6
DGA14_MN_121;DGA14_MN_121_085;1809;19;97;-3
DGA14_MN_121;DGA14_MN_121_044;1801;19;97;-3
DGA14_MN_121;DGA14_MN_121_006;1799;19;99;-1
DGA14_MN_121;DGA14_MN_121_088;1689;20;94;-6
DGA14_MN_121;DGA14_MN_121_091;1663;20;93;-7
DGA14_MN_121;DGA14_MN_121_048;1658;20;96;-4
DGA14_MN_121;DGA14_MN_121_045;1636;19;101;1
DGA14_MN_121;DGA14_MN_121_041;1617;19;97;-3
DGA14_MN_121;DGA14_MN_121_038;1601;20;101;1
DGA14_MN_121;DGA14_MN_121_007;1567;19;98;-2
DGA14_MN_121;DGA14_MN_121_073;1564;19;94;-6
DGA14_MN_121;DGA14_MN_121_012;1514;25;98;-2
DGA14_MN_121;DGA14_MN_121_090;1490;20;98;-2
DGA14_MN_121;DGA14_MN_121_074;1478;20;94;-6
DGA14_MN_121;DGA14_MN_121_063;1465;20;100;0
DGA14_MN_121;DGA14_MN_121_050;1452;21;101;1
DGA14_MN_121;DGA14_MN_121_035;1450;20;102;2
DGA14_MN_121;DGA14_MN_121_057;1450;20;101;1
DGA14_MN_121;DGA14_MN_121_076;1437;20;94;-6
DGA14_MN_121;DGA14_MN_121_075;1421;23;94;-6
DGA14_MN_121;DGA14_MN_121_078;1413;20;96;-4
DGA14_MN_121;DGA14_MN_121_052;1392;22;99;-1
DGA14_MN_121;DGA14_MN_121_067;1369;23;93;-7
DGA14_MN_121;DGA14_MN_121_070;1361;21;93;-7
DGA14_MN_121;DGA14_MN_121_028;1360;21;99;-1
DGA14_MN_121;DGA14_MN_121_053;1346;21;98;-2
DGA14_MN_121;DGA14_MN_121_030;1343;21;97;-3
DGA14_MN_121;DGA14_MN_121_084;1341;22;100;0
DGA14_MN_121;DGA14_MN_121_077;1333;22;95;-5
DGA14_MN_121;DGA14_MN_121_042;1314;21;102;2
DGA14_MN_121;DGA14_MN_121_039;1249;21;106;6
DGA14_MN_121;DGA14_MN_121_046;1229;21;98;-2
DGA14_MN_121;DGA14_MN_121_087;1186;23;94;-6
DGA14_MN_121;DGA14_MN_121_082;1179;30;96;-4
DGA14_MN_121;DGA14_MN_121_062;1175;21;93;-7
DGA14_MN_121;DGA14_MN_121_009;1173;22;100;0
DGA14_MN_121;DGA14_MN_121_013;1168;29;100;0
DGA14_MN_121;DGA14_MN_121_024;1163;23;100;0
DGA14_MN_121;DGA14_MN_121_089;1156;25;96;-4
DGA14_MN_121;DGA14_MN_121_043;1138;23;102;2
DGA14_MN_121;DGA14_MN_121_021;1136;22;99;-1
DGA14_MN_121;DGA14_MN_121_015;1132;31;99;-1
DGA14_MN_121;DGA14_MN_121_058;1131;21;97;-3
DGA14_MN_121;DGA14_MN_121_018;1120;24;103;3
DGA14_MN_121;DGA14_MN_121_051;1114;24;97;-3
DGA14_MN_121;DGA14_MN_121_023;1111;27;95;-5
DGA14_MN_121;DGA14_MN_121_025;1109;26;94;-6
DGA14_MN_121;DGA14_MN_121_068;1107;24;99;-1
DGA14_MN_121;DGA14_MN_121_003;1103;31;101;1
DGA14_MN_121;DGA14_MN_121_055;1098;28;92;-8
DGA14_MN_121;DGA14_MN_121_026;1090;23;98;-2
DGA14_MN_121;DGA14_MN_121_037;1080;32;97;-3
DGA14_MN_121;DGA14_MN_121_016;1080;24;94;-6
DGA14_MN_121;DGA14_MN_121_071;1077;33;93;-7
DGA14_MN_121;DGA14_MN_121_022;1068;30;101;1
DGA14_MN_121;DGA14_MN_121_008;1068;25;101;1
DGA14_MN_121;DGA14_MN_121_027;1065;28;93;-7
DGA14_MN_121;DGA14_MN_121_060;1061;24;97;-3
DGA14_MN_121;DGA14_MN_121_020;1060;27;100;0
DGA14_MN_121;DGA14_MN_121_036;1059;26;93;-7
DGA14_MN_121;DGA14_MN_121_080;1058;25;100;0
DGA14_MN_121;DGA14_MN_121_069;1055;24;98;-2
DGA14_MN_121;DGA14_MN_121_056;1052;24;99;-1
DGA14_MN_121;DGA14_MN_121_086;1045;24;98;-2
DGA14_MN_121;DGA14_MN_121_001;1045;30;101;1
DGA14_MN_121;DGA14_MN_121_002;1045;27;97;-3
DGA14_MN_121;DGA14_MN_121_010;1042;27;101;1
DGA14_MN_121;DGA14_MN_121_029;1033;22;98;-2
DGA14_MN_121;DGA14_MN_121_004;1029;27;99;-1
DGA14_MN_121;DGA14_MN_121_064;1028;29;92;-8
DGA14_MN_121;DGA14_MN_121_011;1026;24;103;3
DGA14_MN_121;DGA14_MN_121_005;1026;26;101;1
DGA14_MN_121;DGA14_MN_121_014;1026;25;105;5
DGA14_MN_121;DGA14_MN_121_065;1022;24;92;-8
DGA14_MN_121;DGA14_MN_121_032;1008;30;101;1
DGA14_MN_121;DGA14_MN_121_034;1007;23;102;2
DGA14_MN_121;DGA14_MN_121_072;977;27;100;0
DGA14_MN_121;DGA14_MN_121_059;972;23;98;-2
DGA14_MN_121;DGA14_MN_121_061;963;25;100;0
DGA14_MN_121;DGA14_MN_121_083;954;22;96;-4
DGA14_MN_121;DGA14_MN_121_017;936;33;100;0
DGA14_MN_121;DGA14_MN_121_031;909;29;103;3
DGA14_MN_121;DGA14_MN_121_019;667;6.2;100;0
DGA14_MN_121;DGA14_MN_121_033;640;6.1;100;0
DGA14_MN_121;DGA14_MN_121_081;598;5.8;90;-10
DGA14_MN_121;DGA14_MN_121_079;557;5.5;91;-9
DGA14_MN_121;DGA14_MN_121_049;544;5.2;90;-10
AK001;197878-133;2818.9;2.2;99.7;-0.3
AK001;197878-99;2777.8;1.9;95.9;-4.1
AK001;197878-62;2686.9;6.1;101;1
AK001;197878-48;2419.3;4.4;104.5;4.5
AK001;197878-16;2084;8.1;103.3;3.3
AK001;197878-102;2008.8;3.5;99.9;-0.1
AK001;197878-35;1797.3;5.4;100.2;0.2
AK001;197878-119;1789.8;5.5;100.4;0.4
AK001;197878-145;1784.2;10.5;101.7;1.7
AK001;197878-5;1759.4;3.1;97.5;-2.5
AK001;197878-9;1757.4;4.5;99.5;-0.5
AK001;197878-72;1754.6;12;102.6;2.6
AK001;197878-149;1746.1;4.5;96.5;-3.5
AK001;197878-129;1732;3.8;95.2;-4.8
AK001;197878-68;1710.6;5;100.6;0.6
AK001;197878-113;1709.7;4.1;101;1
AK001;197878-93;1708.1;3.5;99.7;-0.3
AK001;197878-28;1707.8;2.5;93.7;-6.3
AK001;197878-12;1700.8;5.6;98.3;-1.7
AK001;197878-86;1697.9;2.8;100.5;0.5
AK001;197878-47;1695.8;8.3;101.8;1.8
AK001;197878-150;1695.7;2.8;97.2;-2.8
AK001;197878-17;1693.9;4.8;99.9;-0.1
AK001;197878-63;1686.3;5.2;99.6;-0.4
AK001;197878-8;1681.8;3.5;98;-2
AK001;197878-96;1681.4;4.4;101.8;1.8
AK001;197878-2;1677.8;5.8;99.4;-0.6
AK001;197878-20;1677.6;3.3;99;-1
AK001;197878-51;1675.5;3.2;97;-3
AK001;197878-82;1673.6;3.6;97.1;-2.9
AK001;197878-64;1667.1;6.5;99.9;-0.1
AK001;197878-95;1665.1;6.9;101.6;1.6
AK001;197878-134;1658;4.9;100.5;0.5
AK001;197878-61;1654;4.6;100.8;0.8
AK001;197878-3;1653.8;7.1;101.5;1.5
AK001;197878-49;1653.2;5.7;98.7;-1.3
AK001;197878-10;1652.1;3.8;96.3;-3.7
AK001;197878-117;1644.7;3.3;100.7;0.7
AK001;197878-57;1644.4;8.2;103.1;3.1
AK001;197878-83;1639.3;5.6;101.1;1.1
AK001;197878-112;1633.6;5.6;101.8;1.8
AK001;197878-74;1629.5;6.2;100.4;0.4
AK001;197878-37;1621.9;3.4;100.6;0.6
AK001;197878-91;1620.7;4.8;96.3;-3.7
AK001;197878-116;1613;5.1;99.1;-0.9
AK001;197878-21;1609.3;5.8;100.1;0.1
AK001;197878-73;1602.7;6;103.3;3.3
AK001;197878-4;1602.5;5.2;98.3;-1.7
AK001;197878-38;1597.3;3.6;99.6;-0.4
AK001;197878-130;1595.6;5;107;7
AK001;197878-76;1592.2;4.2;100.7;0.7
AK001;197878-77;1592;7;102.3;2.3
AK001;197878-125;1586.2;6.9;100.4;0.4
AK001;197878-22;1574.1;3.1;97.5;-2.5
AK001;197878-45;1574.1;13;99.7;-0.3
AK001;197878-15;1562.6;4.4;98.4;-1.6
AK001;197878-24;1558.5;3;99;-1
AK001;197878-29;1556.5;7.4;99.7;-0.3
AK001;197878-87;1555.2;3.8;101.5;1.5
AK001;197878-44;1553.5;5;102.8;2.8
AK001;197878-70;1545.7;4.5;95.6;-4.4
AK001;197878-50;1544.5;5.1;100.4;0.4
AK001;197878-25;1544.2;5;95.2;-4.8
AK001;197878-138;1540.7;4.6;100.5;0.5
AK001;197878-75;1540.7;11.9;102.1;2.1
AK001;197878-139;1537.2;6.7;96.1;-3.9
AK001;197878-137;1518.8;7.7;100.9;0.9
AK001;197878-54;1484.7;2.9;100.2;0.2
AK001;197878-147;1456.2;4.9;101.5;1.5
AK001;197878-109;1455.4;3.9;101.3;1.3
AK001;197878-107;1450.9;4.2;100.8;0.8
AK001;197878-114;1449.4;5.5;99.4;-0.6
AK001;197878-53;1448.1;8.6;100.9;0.9
AK001;197878-79;1445.5;6.4;100.2;0.2
AK001;197878-55;1444.4;4.6;102.5;2.5
AK001;197878-80;1440.1;13.3;108.9;8.9
AK001;197878-135;1422.6;3.8;99.8;-0.2
AK001;197878-32;1422.1;7.1;93.4;-6.6
AK001;197878-36;1415.1;5.6;102.7;2.7
AK001;197878-43;1390.1;2.9;96.8;-3.2
AK001;197878-1;1384.7;5.9;95.5;-4.5
AK001;197878-148;1345.7;8.2;99;-1
AK001;197878-124;1332.4;4.5;100.7;0.7
AK001;197878-34;1313.5;4.3;98.1;-1.9
AK001;197878-40;1312.7;8.3;101.9;1.9
AK001;197878-115;1311.2;7.1;101.5;1.5
AK001;197878-39;1309.6;2.8;95.9;-4.1
AK001;197878-52;1303.5;12.9;100.4;0.4
AK001;197878-60;1300.4;7.9;96.5;-3.5
AK001;197878-98;1296.6;5.4;101.5;1.5
AK001;197878-103;1295;5.3;98.3;-1.7
AK001;197878-121;1294.2;7;100.1;0.1
AK001;197878-23;1290.2;7.1;99.4;-0.6
AK001;197878-65;1268.6;15.8;98.9;-1.1
AK001;197878-92;1259.9;11.3;101;1
AK001;197878-110;1249.7;9.9;101.1;1.1
AK001;197878-18;1243.8;7;98;-2
AK001;197878-6;1243.3;4.6;98.8;-1.2
AK001;197878-67;1234;10;99.5;-0.5
AK001;197878-59;1218.5;5.5;98.8;-1.2
AK001;197878-78;1204.5;7.5;103.2;3.2
AK001;197878-143;1203.2;5.7;99.1;-0.9
AK001;197878-58;1189.4;7.7;100.4;0.4
AK001;197878-127;1187.5;3.4;99.1;-0.9
AK001;197878-104;1176.1;5.2;100.3;0.3
AK001;197878-97;1153.9;6.8;101.9;1.9
AK001;197878-33;1153.1;3.2;98;-2
AK001;197878-31;1144;6.5;99.9;-0.1
AK001;197878-27;1137.8;5;98.9;-1.1
AK001;197878-105;1132.1;7.7;101.7;1.7
AK001;197878-66;1128.7;6.6;99.8;-0.2
AK001;197878-88;1116;7.1;102.3;2.3
AK001;197878-146;1101.5;6.6;102.7;2.7
AK001;197878-19;1090.5;5.1;98.5;-1.5
AK001;197878-108;1074.6;13.9;100.3;0.3
AK001;197878-84;1066.1;11.9;101.2;1.2
AK001;197878-69;1059.9;3.5;95.3;-4.7
AK001;197878-46;1057.4;9.1;101.1;1.1
AK001;197878-122;1046.7;4.5;98.3;-1.7
AK001;197878-41;1039.6;5.7;100.2;0.2
AK001;197878-42;1033.8;9.4;103.1;3.1
AK001;197878-56;1028.6;8.2;103.9;3.9
AK001;197878-13;1024.5;6.4;98;-2
AK001;197878-100;1023;3.7;97;-3
AK001;197878-14;1021.9;6.1;97.6;-2.4
AK001;197878-94;1013.7;7;101.2;1.2
AK001;197878-71;1011;7.6;100.6;0.6
AK001;197878-144;1001.3;9;103.9;3.9
AK001;197878-120;986.7;10.1;100.3;0.3
AK001;197878-118;981.6;8.1;100.4;0.4
AK001;197878-89;971.3;6.7;100.3;0.3
AK001;197878-131;959.5;14.4;94.8;-5.2
AK001;197878-90;950.7;11.6;99.4;-0.6
AK001;197878-123;944.7;9.2;102.5;2.5
AK001;197878-136;935.5;11.8;103.1;3.1
AK001;197878-106;926.8;9.5;104.9;4.9
AK001;197878-7;921.7;6.3;100;0
AK001;197878-101;572;6.4;101.8;1.8
AK001;197878-132;552.5;4.2;100.8;0.8
AK001;197878-111;540.9;5;98.6;-1.4
AK001;197878-141;502;3.8;102;2
AK001;197878-30;500.9;4.7;101.3;1.3
